Brand,Variants,Model,Transmission,Engine,Seater,Fuel_type,Price
Mahindra XUV700,2.2 AX 7 AT AWD Luxury Pack 7 STR Diesel,SUV,Automatic,2184,5,Diesel,32.18
Mahindra XUV300,1.2 W4,SUV,Manual,1197,5,Petrol,9.92
Mahindra XUV300,1.2 W6 Non Touch Sunroof,SUV,Manual,1197,5,Petrol,11.69
Mahindra XUV300,1.5 W4,SUV,Manual,1197,5,Diesel,11.76
Mahindra XUV300,1.2 W6 Sport Turbo GDi Sunroof,SUV,Manual,1197,5,Petrol,12.88
Mahindra XUV300,1.2 W6 AMT Non Touch Sunroof,SUV,Automatic,1197,5,Petrol,13.04
Mahindra XUV300,1.5 W6 Non Touch Sunroof,SUV,Manual,1197,5,Diesel,13.55
Mahindra XUV300,1.2 W8,SUV,Manual,1197,5,Petrol,13.74
Mahindra XUV300,1.2 W8 Sport Turbo GDi Sunroof,SUV,Manual,1197,5,Petrol,14.40
Mahindra XUV300,1.5 W6 AMT Non Touch Sunroof,SUV,Automatic,1197,5,Diesel,15.09
Mahindra XUV300,1.2 W8(O) Sunroof,SUV,Manual,1197,5,Petrol,15.16
Mahindra XUV300,1.2 W8(O) Sport Turbo GDi Sunroof,SUV,Manual,1197,5,Petrol,15.72
Mahindra XUV300,1.2 W8(O) AMT Sunroof,SUV,Automatic,1197,5,Petrol,15.78
Mahindra XUV300,1.5 W8 Sunroof,SUV,Manual,1197,5,Diesel,15.91
Mahindra XUV300,1.5 W8(O) Sunroof,SUV,Manual,1197,5,Diesel,16.92
Mahindra XUV300,1.5 W8(O) AMT Sunroof,SUV,Automatic,1197,5,Diesel,17.15
Toyota Glanza,E,Hatchback,Manual,1197,5,Petrol,7.70
Toyota Glanza,S,Hatchback,Manual,1197,5,Petrol,8.68
Toyota Glanza,S AMT,Hatchback,Automatic,1197,5,Petrol,9.28
Toyota Glanza,S CNG,Hatchback,Manual,1197,5,CNG,9.67
Toyota Glanza,G,Hatchback,Manual,1197,5,Petrol,9.81
Toyota Glanza,G AMT,Hatchback,Automatic,1197,5,Petrol,10.42
Toyota Glanza,G CNG,Hatchback,Manual,1197,5,CNG,10.80
Toyota Glanza,V,Hatchback,Manual,1197,5,Petrol,10.91
Toyota Glanza,V AMT,Hatchback,Automatic,1197,5,Petrol,11.21
Hyundai Tucson,2.0 Platinum AT Petrol,SUV,Automatic,1999,5,Petrol,33.30
Hyundai Tucson,2.0 Signature AT Petrol,SUV,Automatic,1999,5,Petrol,36.13
Hyundai Tucson,2.0 Platinum AT Diesel,SUV,Automatic,1999,5,Diesel,36.94
Hyundai Tucson,2.0 Signature AT Diesel,SUV,Automatic,1999,5,Diesel,40.08
Hyundai Tucson,2.0 Signature 4WD AT Diesel,SUV,Automatic,1999,5,Diesel,41.86
Tata Tiago EV,XE Medium,Hatchback,Automatic,19200,5,Electric,9.25
Tata Tiago EV,XT Medium,Hatchback,Automatic,19200,5,Electric,9.87
Tata Tiago EV,XT Long,Hatchback,Automatic,19200,5,Electric,10.95
Tata Tiago EV,XZ Plus Long,Hatchback,Automatic,19200,5,Electric,11.77
Tata Tiago EV,XZ Plus Long FC,Hatchback,Automatic,19200,5,Electric,12.29
Tata Tiago EV,XZ Plus Tech LUX Long,Hatchback,Automatic,19200,5,Electric,12.29
Tata Tiago EV,XZ Plus Tech LUX Long FC,Hatchback,Automatic,19200,5,Electric,12.80
Tata Tigor EV,XE,Convertible,Automatic,55000,5,Electric,13.17
Tata Tigor EV,XZ Plus,Convertible,Automatic,55000,5,Electric,14.21
Tata Tigor EV,XZ Plus LUX,Convertible,Automatic,55000,5,Electric,14.48
Mahindra XUV400,EC 3.3 KW,SUV,Automatic,39400,5,Electric,17.12
Mahindra XUV400,EC 7.2 KW FC,SUV,Automatic,39400,5,Electric,17.65
Mahindra XUV400,EL 7.2 KW FC,SUV,Automatic,39400,5,Electric,20.21
Mahindra Scorpio Classic,2.2 S 7STR,SUV,Manual,2184,5,Diesel,16.34
Mahindra Scorpio Classic,2.2 S 9STR,SUV,Manual,2184,5,Diesel,16.66
Mahindra Scorpio Classic,2.2 S11 7SF/7CC,SUV,Manual,2184,5,Diesel,20.84
Maruti Suzuki Jimny,Zeta,SUV,Manual,1462,5,Petrol,14.67
Maruti Suzuki Jimny,Alpha,SUV,Manual,1462,5,Petrol,15.75
Maruti Suzuki Jimny,Zeta AT,SUV,Automatic,1462,5,Petrol,16.04
Maruti Suzuki Jimny,Alpha AT,SUV,Automatic,1462,5,Petrol,17.12
Hyundai Exter,1.2 EX,SUV,Manual,1197,5,Petrol,6.74
Hyundai Exter,1.2 EX(O),SUV,Manual,1197,5,Petrol,7.20
Hyundai Exter,1.2 S,SUV,Manual,1197,5,Petrol,8.33
Hyundai Exter,1.2 S(O),SUV,Manual,1197,5,Petrol,8.49
Hyundai Exter,1.2 S AMT,SUV,Automatic,1197,5,Petrol,9.10
Hyundai Exter,1.2 SX,SUV,Manual,1197,5,Petrol,9.13
Hyundai Exter,1.2 S CNG,SUV,Manual,1197,5,CNG,9.40
Hyundai Exter,1.2 SX(O),SUV,Manual,1197,5,Petrol,9.85
Hyundai Exter,1.2 SX AMT,SUV,Automatic,1197,5,Petrol,9.89
Hyundai Exter,1.2 SX CNG,SUV,Manual,1197,5,CNG,10.21
Hyundai Exter,1.2 SX(O) AMT,SUV,Automatic,1197,5,Petrol,10.60
Hyundai Exter,1.2 SX(O) Connect,SUV,Manual,1197,5,Petrol,10.60
Hyundai Exter,1.2 SX(O) Connect AMT,SUV,Automatic,1197,5,Petrol,11.88
Tata Harrier,2.0 XE,SUV,Manual,1956,5,Diesel,18.14
Tata Harrier,2.0 XM,SUV,Manual,1956,5,Diesel,19.82
Tata Harrier,2.0 XMS,SUV,Manual,1956,5,Diesel,21.26
Tata Harrier,2.0 XT Plus,SUV,Manual,1956,5,Diesel,22.41
Tata Harrier,2.0 XMAS,SUV,Automatic,1956,5,Diesel,22.56
Tata Harrier,2.0 XT Plus Dark,SUV,Manual,1956,5,Diesel,22.83
Tata Harrier,2.0 XZ,SUV,Manual,1956,5,Diesel,23.08
Tata Harrier,2.0 XTA Plus,SUV,Automatic,1956,5,Diesel,23.71
Tata Harrier,2.0 XTA Plus Dark,SUV,Automatic,1956,5,Diesel,24.15
Tata Harrier,2.0 XZA,SUV,Automatic,1956,5,Diesel,24.39
Tata Harrier,2.0 XZ Plus,SUV,Manual,1956,5,Diesel,25.42
Tata Harrier,2.0 XZ Plus Dark,SUV,Manual,1956,5,Diesel,25.89
Tata Harrier,2.0 XZ Plus Red Dark,SUV,Manual,1956,5,Diesel,26.00
Tata Harrier,2.0 XZA Plus,SUV,Automatic,1956,5,Diesel,26.80
Tata Harrier,2.0 XZA Plus Dark,SUV,Automatic,1956,5,Diesel,27.21
Tata Harrier,2.0 XZA Plus Red Dark,SUV,Automatic,1956,5,Diesel,27.32
Tata Harrier,2.0 XZA(O) Plus,SUV,Automatic,1956,5,Diesel,27.89
Tata Harrier,2.0 XZA(O) Plus Dark,SUV,Automatic,1956,5,Diesel,28.35
Tata Harrier,2.0 XZA(O) Plus Red Dark,SUV,Automatic,1956,5,Diesel,28.46
Kia Carens,1.5 Premium 7 STR Petrol,SUV,Manual,1493,5,Petrol,12.07
Kia Carens,1.5 Prestige 7 STR Petrol,SUV,Manual,1493,5,Petrol,13.44
Kia Carens,1.5 Premium Turbo iMT 7 STR Petrol,SUV,Manual,1493,5,Petrol,13.84
Kia Carens,1.5 Premium iMT 7 STR Diesel,SUV,Manual,1493,5,Diesel,14.89
Kia Carens,1.5 Prestige Turbo iMT 7 STR Petrol,SUV,Manual,1493,5,Petrol,15.26
Kia Carens,1.5 Prestige iMT 7 STR Diesel,SUV,Manual,1493,5,Diesel,16.29
Kia Carens,1.5 Prestige Plus Turbo iMT 7 STR Petrol,SUV,Manual,1493,5,Petrol,16.96
Kia Carens,1.5 Prestige Plus iMT 7 STR Diesel,SUV,Manual,1493,5,Diesel,18.03
Kia Carens,1.5 Prestige Plus Turbo DCT 7 STR Petrol,SUV,Automatic,1493,5,Petrol,18.10
Kia Carens,1.5 Luxury Turbo iMT 7 STR Petrol,SUV,Manual,1493,5,Petrol,18.61
Kia Carens,1.5 Luxury iMT 7 STR Diesel,SUV,Manual,1493,5,Diesel,19.71
Kia Carens,1.5 Luxury Plus Turbo iMT 6 STR Petrol,SUV,Manual,1493,5,Petrol,20.09
Kia Carens,1.5 Luxury Plus Turbo iMT 7 STR Petrol,SUV,Manual,1493,5,Petrol,20.15
Kia Carens,1.5 Luxury Plus iMT 7 STR Diesel,SUV,Manual,1493,5,Diesel,21.11
Kia Carens,1.5 Luxury Plus iMT 6 STR Diesel,SUV,Manual,1493,5,Diesel,21.11
Kia Carens,1.5 Luxury Plus Turbo DCT 6 STR Petrol,SUV,Automatic,1493,5,Petrol,21.11
Kia Carens,1.5 Luxury Plus Turbo DCT 7 STR Petrol,SUV,Automatic,1493,5,Petrol,21.17
Kia Carens,1.5 Luxury Plus AT 6 STR Diesel,SUV,Automatic,1493,5,Diesel,22.15
Kia Carens,1.5 Luxury Plus AT 7 STR Diesel,SUV,Automatic,1493,5,Diesel,22.21
MG Hector,1.5 Style,SUV,Manual,1451,5,Petrol,17.24
MG Hector,1.5 Smart Ex,SUV,Manual,1451,5,Petrol,19.71
MG Hector,1.5 Smart Pro Ex,SUV,Manual,1451,5,Petrol,20.54
MG Hector,1.5 Smart Ex CVT,SUV,Automatic,1451,5,Petrol,21.03
MG Hector,1.5 Smart Pro,SUV,Manual,1451,5,Petrol,21.04
MG Hector,2.0 Shine Diesel,SUV,Manual,1451,5,Diesel,21.96
MG Hector,1.5 Sharp Pro Ex,SUV,Manual,1451,5,Petrol,22.19
MG Hector,1.5 Sharp Pro,SUV,Manual,1451,5,Petrol,22.69
MG Hector,2.0 Smart Diesel,SUV,Manual,1451,5,Diesel,23.21
MG Hector,1.5 Sharp Pro Ex CVT,SUV,Automatic,1451,5,Petrol,23.70
MG Hector,1.5 Sharp Pro CVT,SUV,Automatic,1451,5,Petrol,24.21
MG Hector,2.0 Smart Pro Diesel,SUV,Manual,1451,5,Diesel,24.41
MG Hector,1.5 Savvy Pro CVT,SUV,Automatic,1451,5,Petrol,25.30
MG Hector,2.0 Sharp Pro Diesel,SUV,Manual,1451,5,Diesel,25.60
MG Gloster,2.0 Super Turbo 7 STR,SUV,Automatic,1996,5,Diesel,38.41
MG Gloster,2.0 Sharp Turbo 7 STR,SUV,Automatic,1996,5,Diesel,43.87
MG Gloster,2.0 Savvy Turbo 7 STR,SUV,Automatic,1996,5,Diesel,46.33
MG Gloster,2.0 Savvy Turbo 6 STR,SUV,Automatic,1996,5,Diesel,46.33
MG Gloster,2.0 Savvy Twin Turbo 7 STR 4WD,SUV,Automatic,1996,5,Diesel,49.55
MG Gloster,2.0 Savvy Twin Turbo 6 STR 4WD,SUV,Automatic,1996,5,Diesel,49.55
Hyundai Verna,1.5 EX,Sedan,Manual,1482,5,Petrol,12.73
Hyundai Verna,1.5 S,Sedan,Manual,1482,5,Petrol,13.94
Hyundai Verna,1.5 SX,Sedan,Manual,1482,5,Petrol,15.13
Hyundai Verna,1.5 SX IVT,Sedan,Automatic,1482,5,Petrol,16.56
Hyundai Verna,1.5 SX(O),Sedan,Manual,1482,5,Petrol,17.05
Hyundai Verna,1.5 SX Turbo,Sedan,Manual,1482,5,Petrol,17.25
Hyundai Verna,1.5 SX(O) Turbo,Sedan,Manual,1482,5,Petrol,18.57
Hyundai Verna,1.5 SX Turbo DCT,Sedan,Automatic,1482,5,Petrol,18.68
Hyundai Verna,1.5 SX(O) IVT,Sedan,Automatic,1482,5,Petrol,18.81
Hyundai Verna,1.5 SX(O) Turbo DCT,Sedan,Automatic,1482,5,Petrol,20.17
Kia Seltos,1.5 HTE,SUV,Manual,1482,5,Petrol,12.63
Kia Seltos,1.5 HTK,SUV,Manual,1482,5,Petrol,14.00
Kia Seltos,1.5 HTE iMT Diesel,SUV,Manual,1482,5,Diesel,14.18
Kia Seltos,1.5 HTK Plus,SUV,Manual,1482,5,Petrol,15.60
Kia Seltos,1.5 HTK iMT Diesel,SUV,Manual,1482,5,Diesel,16.05
Kia Seltos,1.5 HTK Plus iMT GDi,SUV,Manual,1482,5,Petrol,17.31
Kia Seltos,1.5 HTX,SUV,Manual,1482,5,Petrol,17.54
Kia Seltos,1.5 HTK Plus iMT Diesel,SUV,Manual,1482,5,Diesel,17.68
Kia Seltos,1.5 HTX IVT,SUV,Automatic,1482,5,Petrol,19.13
Kia Seltos,1.5 HTX iMT Diesel,SUV,Manual,1482,5,Diesel,19.67
Kia Seltos,1.5 HTX Plus iMT GDi,SUV,Manual,1482,5,Petrol,21.07
Kia Seltos,1.5 HTX AT Diesel,SUV,Automatic,1482,5,Diesel,21.41
Kia Seltos,1.5 HTX Plus iMT Diesel,SUV,Manual,1482,5,Diesel,21.53
Kia Seltos,1.5 HTX Plus DCT GDi,SUV,Automatic,1482,5,Petrol,22.10
Kia Seltos,1.5 GTX Plus DCT GDi,SUV,Automatic,1482,5,Petrol,23.01
Kia Seltos,1.5 X-Line DCT GDi,SUV,Automatic,1482,5,Petrol,23.01
Kia Seltos,1.5 GTX Plus AT Diesel,SUV,Automatic,1482,5,Diesel,23.28
Kia Seltos,1.5 X-Line AT Diesel,SUV,Automatic,1482,5,Diesel,23.51
MG Astor,1.5 EX Style,SUV,Manual,1349,5,Petrol,12.25
MG Astor,1.5 Style,SUV,Manual,1349,5,Petrol,12.57
MG Astor,1.5 EX Super,SUV,Manual,1349,5,Petrol,14.17
MG Astor,1.5 Super,SUV,Manual,1349,5,Petrol,14.50
MG Astor,1.5 EX Smart,SUV,Manual,1349,5,Petrol,16.02
MG Astor,1.5 Super CVT,SUV,Automatic,1349,5,Petrol,16.12
MG Astor,1.5 Smart,SUV,Manual,1349,5,Petrol,16.43
MG Astor,1.5 EX Sharp,SUV,Manual,1349,5,Petrol,17.09
MG Astor,1.5 Sharp,SUV,Manual,1349,5,Petrol,17.50
MG Astor,1.5 Smart CVT,SUV,Automatic,1349,5,Petrol,17.91
MG Astor,1.5 Sharp CVT,SUV,Automatic,1349,5,Petrol,18.64
MG Astor,1.3 Smart Turbo AT,SUV,Automatic,1349,5,Petrol,19.40
MG Astor,1.5 Savvy CVT,SUV,Automatic,1349,5,Petrol,19.62
MG Astor,1.5 Savvy Red CVT,SUV,Automatic,1349,5,Petrol,19.73
MG Astor,1.3 Sharp Turbo AT,SUV,Automatic,1349,5,Petrol,20.44
MG Astor,1.3 Savvy Turbo Red AT,SUV,Automatic,1349,5,Petrol,21.54
MG Hector Plus,1.5 Smart,SUV,Manual,1956,5,Petrol,20.64
MG Hector Plus,1.5 Sharp Pro Ex 6 STR,SUV,Manual,1956,5,Petrol,22.99
MG Hector Plus,1.5 Sharp Pro,SUV,Manual,1956,5,Petrol,23.33
MG Hector Plus,2.0 Smart Pro Diesel,SUV,Manual,1956,5,Diesel,23.34
MG Hector Plus,1.5 Sharp Pro 6 STR,SUV,Manual,1956,5,Petrol,23.49
MG Hector Plus,1.5 Sharp Pro Ex CVT 6 STR,SUV,Automatic,1956,5,Petrol,24.49
MG Hector Plus,1.5 Sharp Pro CVT,SUV,Automatic,1956,5,Petrol,24.83
MG Hector Plus,1.5 Sharp Pro CVT 6 STR,SUV,Automatic,1956,5,Petrol,25.01
MG Hector Plus,2.0 Smart Pro Diesel 6 STR,SUV,Manual,1956,5,Diesel,25.24
MG Hector Plus,1.5 Savvy Pro CVT,SUV,Automatic,1956,5,Petrol,25.91
MG Hector Plus,1.5 Savvy Pro CVT 6 STR,SUV,Automatic,1956,5,Petrol,26.08
MG Hector Plus,2.0 Sharp Pro Diesel,SUV,Manual,1956,5,Diesel,26.41
MG Hector Plus,2.0 Sharp Pro Diesel 6 STR,SUV,Manual,1956,5,Diesel,26.42
MG ZS EV,Excite,SUV,Automatic,50300,5,Electric,24.57
MG ZS EV,Exclusive,SUV,Automatic,50300,5,Electric,28.62
MG ZS EV,Exclusive Ivory,SUV,Automatic,50300,5,Electric,28.72
Skoda Kushaq,1.0 Active,SUV,Manual,999,5,Petrol,13.60
Skoda Kushaq,1.0 ONYX Edition,SUV,Manual,999,5,Petrol,14.25
Skoda Kushaq,1.0 Ambition Classic,SUV,Manual,999,5,Petrol,14.99
Skoda Kushaq,1.0 Ambition,SUV,Manual,999,5,Petrol,15.40
Skoda Kushaq,1.0 Ambition Classic AT,SUV,Automatic,999,5,Petrol,16.95
Skoda Kushaq,1.5 Ambition,SUV,Manual,999,5,Petrol,17.36
Skoda Kushaq,1.0 Ambition AT,SUV,Automatic,999,5,Petrol,17.45
Skoda Kushaq,1.0 Style (Non-Sunroof),SUV,Manual,999,5,Petrol,17.96
Skoda Kushaq,1.0 Style,SUV,Manual,999,5,Petrol,18.26
Skoda Kushaq,1.0 Monte Carlo,SUV,Manual,999,5,Petrol,19.36
Skoda Kushaq,1.5 Ambition DSG,SUV,Automatic,999,5,Petrol,19.43
Skoda Kushaq,1.0 Style AT (6 Airbags),SUV,Automatic,999,5,Petrol,20.02
Skoda Kushaq,1.5 Style,SUV,Manual,999,5,Petrol,20.66
Skoda Kushaq,1.0 Monte Carlo AT,SUV,Automatic,999,5,Petrol,21.07
Skoda Kushaq,1.5 Monte Carlo,SUV,Manual,999,5,Petrol,21.76
Skoda Kushaq,1.5 Style DSG (6 Airbags),SUV,Automatic,999,5,Petrol,22.07
Skoda Kushaq,1.5 Monte Carlo DSG,SUV,Automatic,999,5,Petrol,23.16
Kia Sonet,1.2 HTE,SUV,Manual,1493,5,Petrol,8.75
Kia Sonet,1.2 HTK,SUV,Manual,1493,5,Petrol,9.75
Kia Sonet,1.2 HTK Plus,SUV,Manual,1493,5,Petrol,10.78
Kia Sonet,1.5 HTE iMT Diesel,SUV,Manual,1493,5,Diesel,11.42
Kia Sonet,1.0 HTK Plus iMT,SUV,Manual,1493,5,Petrol,12.07
Kia Sonet,1.5 HTK iMT Diesel,SUV,Manual,1493,5,Diesel,12.63
Kia Sonet,1.0 HTX iMT,SUV,Manual,1493,5,Petrol,13.16
Kia Sonet,1.5 HTK Plus iMT Diesel,SUV,Manual,1493,5,Diesel,13.44
Kia Sonet,1.0 HTX DCT,SUV,Automatic,1493,5,Petrol,13.77
Kia Sonet,1.5 HTX iMT Diesel,SUV,Manual,1493,5,Diesel,14.44
Kia Sonet,1.0 HTX Plus iMT,SUV,Manual,1493,5,Petrol,14.64
Kia Sonet,1.0 GTX Plus iMT,SUV,Manual,1493,5,Petrol,15.02
Kia Sonet,1.5 HTX AT Diesel,SUV,Automatic,1493,5,Diesel,15.37
Kia Sonet,1.0 GTX Plus DCT,SUV,Automatic,1493,5,Petrol,15.71
Kia Sonet,1.0 X Line DCT,SUV,Automatic,1493,5,Petrol,15.93
Kia Sonet,1.5 HTX Plus iMT Diesel,SUV,Manual,1493,5,Diesel,15.95
Kia Sonet,1.5 GTX Plus iMT Diesel,SUV,Manual,1493,5,Diesel,16.35
Kia Sonet,1.5 GTX Plus AT Diesel,SUV,Automatic,1493,5,Diesel,17.28
Kia Sonet,1.5 X Line AT Diesel,SUV,Automatic,1493,5,Diesel,17.51
Skoda Slavia,1.0 Active,Sedan,Manual,999,5,Petrol,13.08
Skoda Slavia,1.0 Ambition,Sedan,Manual,999,5,Petrol,15.15
Skoda Slavia,1.0 Style(Non-Sunroof),Sedan,Manual,999,5,Petrol,16.43
Skoda Slavia,1.0 Ambition AT,Sedan,Automatic,999,5,Petrol,16.64
Skoda Slavia,1.0 Style(Non-Sunroof) Lava Blue Edition,Sedan,Manual,999,5,Petrol,16.95
Skoda Slavia,1.0 Style,Sedan,Manual,999,5,Petrol,17.00
Skoda Slavia,1.5 Ambition,Sedan,Manual,999,5,Petrol,17.24
Skoda Slavia,1.0 Style Lava Blue Edition,Sedan,Manual,999,5,Petrol,17.51
Skoda Slavia,1.0 Style AT,Sedan,Automatic,999,5,Petrol,18.39
Skoda Slavia,1.5 Ambition DSG,Sedan,Automatic,999,5,Petrol,18.76
Skoda Slavia,1.0 Style AT Lava Blue Edition,Sedan,Automatic,999,5,Petrol,18.90
Skoda Slavia,1.5 Style,Sedan,Manual,999,5,Petrol,19.63
Skoda Slavia,1.5 Style Lava Blue Edition,Sedan,Manual,999,5,Petrol,20.11
Skoda Slavia,1.5 Style DSG,Sedan,Automatic,999,5,Petrol,21.27
Skoda Slavia,1.5 Style DSG Lava Blue Edition,Sedan,Automatic,999,5,Petrol,21.73
